parse_cycles,queue_cycles
22136,66208
19715,84852
14071,211699
16690,117154
8290,122707
9353,109509
17603,113038
8987,67983
10822,186257
9418,144803
11134,33343
9324,79148
10785,79474
10430,63293
10340,93038
10661,51833
11702,99084
13195,169743
8792,73714
22546,93226
11186,159842
12903,62956
9203,66838
9805,80490
8883,112356
10639,112914
15324,52521
9818,119029
12351,101761
14439,99727
12892,145946
8817,118470
9785,127068
9475,112601
14508,103289
9995,297805
9309,183212
9208,50422
18491,73890
12566,131679
9393,79937
14313,34751
15165,81566
9177,84191
11030,105560
15956,113465
13292,217745
10623,86415
13779,85156
13470,115054
12979,50630
9792,44987
14510,155517
10979,136643
12369,108083
11838,123624
12117,138060
9777,63452
12100,107111
17814,73450
13614,83253
15296,77339
9469,162770
8403,85550
14442,106811
13178,116424
18315,96999
17121,105056
9292,101937
9943,67616
10235,64545
20473,61885
12306,63935
9539,199882
13104,74909
12143,63328
17843,88165
12433,105864
16528,97065
15166,66626
15157,83129
12257,114991
16442,111066
19434,68933
11193,150449
15289,141922
8106,88617
11855,46802
13621,55172
12661,77819
12565,148444
13931,55636
12345,189610
9541,57898
9272,52112
11718,105546
8675,115707
8218,49140
14448,39438
15358,61598
16144,141829
17067,113361
18226,47976
13119,93366
20115,85017
7559,108463
13043,55549
12802,112681
9784,102732
13629,110500
10567,137339
16709,69570
9276,92460
15970,225441
9375,125297
6481,54427
13855,85376
11615,66200
7528,208094
12750,86525
10452,57103
11007,128546
11223,192270
5973,91639
11934,75881
17903,87776
17792,67880
10352,108319
18043,52633
15517,97075
10320,52061
10837,122089
11873,120756
14128,80445
13501,51786
14234,128942
15276,101105
12000,172229
16730,90010
15128,88785
11300,151287
9832,75688
10997,162792
12178,90482
19016,57067
13770,129006
13478,71242
14598,85815
18194,88827
14003,126201
19331,65301
10382,177358
12399,54676
14015,79064
10930,132788
12939,61597
13201,110870
14436,106408
15046,139368
6964,184851
16011,115603
10260,83569
16165,158539
13936,178924
10543,60721
11025,151252
9091,155774
15419,64471
13358,226459
10416,123096
12070,55337
15837,76335
16577,70323
10809,85891
11420,85902
9150,45499
9249,86267
9671,37443
15474,148707
13781,154089
11770,43539
19931,112463
23482,108470
14027,108671
21399,111909
9542,59241
12590,66093
12042,68669
15753,112277
12187,151426
11145,96428
10983,114539
10918,136922
9225,52599
16466,91424
13169,124105
10482,287086
11705,83988
13652,103328
12948,90434
10509,83132
8471,86581
10272,118134
16681,55055
10703,108781
11322,70986
15047,82243
9396,161228
17156,51896
11599,124751
8902,72679
13118,159064
8959,95358
12512,154360
14273,84305
11560,82627
16298,124315
14972,201759
10402,31430
13471,62497
10277,154532
12644,133856
8454,81755
9841,170057
12671,143277
15567,64642
11967,63479
13758,161911
10699,93199
11277,121966
16578,74199
8166,148279
12306,52480
24435,52458
11289,66436
11759,127943
10535,59979
12126,104273
17316,78834
9274,83260
13159,158293
17060,66787
8335,117877
8734,69111
9310,133024
19110,107856
13420,150668
15324,68309
25695,142696
12209,59796
13308,175447
22189,87559
10111,191735
9304,181201
9503,89635
12218,65566
12684,89175
8200,89390
13289,51797
15498,60526
18742,120542
17596,114028
13629,119043
15912,124457
17477,78965
10315,86210
8726,93894
10155,60811
15461,40422
12926,103473
11205,59562
13151,83323
18858,108167
16760,87816
11779,207125
9115,201642
20559,98884
21430,122016
11418,137213
13467,58938
11494,64417
14818,138772
11410,139945
18925,100601
11862,201307
15589,162473
18375,187146
10331,109782
11341,125124
21410,115378
11870,192525
12163,109327
10570,107001
14035,68291
15364,98360
11628,131344
15452,88683
17484,102654
13316,118236
14076,91888
8082,145073
12406,79552
16682,169739
12487,87190
13574,58408
15080,80398
11336,204596
17869,79911
14796,128631
16909,152622
13050,59531
15649,64546
8404,127832
15852,77925
12236,47738
11176,74832
9024,137205
15759,124174
8609,94597
12528,170074
13308,108860
17480,82916
11302,58976
15514,102037
17442,149982
15839,71591
16384,147547
14892,134993
15085,35848
12138,81010
16738,104194
8065,146077
16179,58950
13060,76947
12937,115819
12289,73735
18027,68363
8460,53144
16294,60191
15122,252683
14156,73927
9488,113780
12887,121134
13099,95773
10037,135721
23919,126368
8415,132198
9907,83849
11960,157391
7584,71522
15986,43496
14716,99901
11155,94235
8903,118292
17507,127327
13580,116641
11358,111640
16399,104803
12737,42320
10060,86579
9849,77355
15348,75311
13401,172235
14884,76586
17828,80864
13049,178662
11442,119165
11914,137292
20152,92676
16811,94667
14598,47823
8140,77392
18386,94104
15406,112303
9689,129013
15848,57049
9596,61206
11075,215422
11924,74079
14340,95188
14766,73680
14843,118328
11815,121607
16691,83352
14729,44249
18033,107717
10282,92196
12389,143274
18865,134444
12291,88162
10131,147315
10722,145980
17524,49703
10646,79017
19889,39875
11309,87067
12094,164442
12179,86811
13724,51524
10829,71613
11537,40688
10931,85031
9627,87036
13748,84695
12466,104889
13897,139449
20616,101458
11486,321472
16502,131928
19792,136961
12981,186028
11777,85798
10435,218735
8496,69805
14549,116168
17828,56927
10455,97393
7907,73620
7567,213621
12962,65005
10179,61564
16936,211096
12498,94832
9037,87057
11186,67219
12141,57251
11920,109300
9888,136268
8476,103088
10603,50156
18440,50519
11703,125044
12833,48645
8825,145418
8930,128297
12720,83275
10469,109526
15028,90508
8594,160789
15929,60710
12887,121251
10806,94259
20599,203018
11730,55573
15837,77288
10635,128108
11491,137598
10240,82827
9916,73038
11096,112931
15822,194596
9287,98983
16692,76135
14834,155859
16391,238163
9901,68643
11639,83326
18133,85830
17480,122956
12251,141873
9585,133696
10056,47380
9783,148845
10918,79447
16863,124738
12492,108273
16458,133132
18817,194528
12131,142147
17224,165892
9481,85602
16536,112963
13295,105067
10661,185519
19294,294866
10699,109244
9219,79148
11345,71345
13286,60216
16197,81676
14704,96674
11917,121969
20033,92622
13216,147991
22128,115265
13110,76042
13330,80964
9116,51468
12196,77447
14612,83214
14956,75843
6921,144580
8567,66781
13088,80249
13252,67585
12424,84874
15352,121814
17005,154067
12305,109437
13501,299625
12005,80009
8509,114301
11406,49947
20922,173513
15293,145242
11938,89544
12478,106634
18808,78534
10988,61039
8569,215311
13517,64553
8558,102643
18891,55042
10962,156334
14451,79247
15095,89332
14467,64959
9465,104397
11132,62802
8030,112721
10375,118422
10319,68067
16238,70832
15259,131213
18395,80187
11410,105868
23249,89805
19249,157955
11038,97393
14643,88596
7191,207383
17999,76372
17643,122897
15220,84639
15050,79959
9255,71719
10868,65494
20942,145888
13461,128883
13150,89446
14155,83993
11551,151198
10390,126723
10478,58793
10345,82412
12540,139499
12141,78914
18055,113887
17244,128894
10559,65786
14519,73859
10068,82117
12599,48070
13849,176702
9090,116248
14372,65748
7724,94419
11367,37615
9677,150068
10927,157058
16868,66258
11651,60776
11567,137603
16538,128107
19302,81720
15402,129604
14398,103582
10758,56295
15171,204365
16004,105786
10419,150463
9350,110881
8450,68254
15536,125255
11006,117401
10467,102953
16163,109262
11383,195031
15256,70414
8299,48194
14301,99246
19491,68434
14596,188990
10547,94217
15499,140955
15400,108090
17492,94069
13634,60376
14766,85466
14344,59696
14274,108036
16018,88635
7931,69325
12670,99660
12281,205214
12939,113250
12360,115941
20707,222735
16089,106379
12791,82877
13592,94731
13229,127734
14482,142531
19669,97633
6608,115769
19050,126752
12823,96776
15154,84623
18038,127834
6477,62431
10522,57535
14334,105940
11006,70596
13984,144809
12092,109635
8153,124895
14217,80579
7249,113193
12212,94071
13103,123419
13420,69204
18152,102574
13487,53364
18113,64102
12828,132027
23969,137499
9032,59304
10188,31891
16926,148881
11371,52121
16411,127825
15104,85935
14029,70228
17752,74382
9510,99999
8334,145912
13697,45481
12402,111374
8861,98224
14366,141892
10739,88282
22643,147486
10409,139518
10392,121026
15812,160259
11357,48152
15539,107945
10585,54127
12035,113067
6859,64043
16347,147249
13357,117596
12130,55185
10588,81894
15429,214940
14067,63692
11754,90624
12202,111586
12020,117657
13951,87449
10768,100435
17000,106059
12650,52359
15077,107929
12675,102758
8782,85974
15150,53323
10105,137598
9471,75583
10997,163009
15147,84566
15606,129879
12798,123755
11037,61685
15720,85645
9755,75756
8933,120580
13593,58689
14850,82325
17615,85658
14852,110986
15988,81734
19820,227653
18019,90186
13786,50817
13094,88394
11345,137237
10827,106241
15650,134883
10721,105856
14932,117060
14359,130713
10130,158768
10661,144986
13967,103045
15433,103656
8130,151466
9052,125362
13573,193384
11837,110416
19560,119720
16062,155906
8814,100626
13446,113347
15625,140289
9259,80868
14256,67811
18963,86431
11936,104386
12000,72882
12577,133091
11622,143734
12399,71709
14281,86119
9587,76712
16698,78230
12584,43424
14829,170439
10125,105165
14459,54164
15662,160352
10947,74664
14686,84887
11266,57885
15226,77002
8947,92993
7664,127414
13530,146033
9388,113125
12893,228779
12900,139939
19002,145691
11923,58643
13135,66880
12325,203290
12187,168931
10535,182080
13495,96910
15931,116563
7315,137392
12678,188275
21412,111764
9177,124570
9088,117381
12932,127213
16004,64957
12002,72030
14583,76505
10943,138002
13415,85250
14646,175738
12041,82925
9296,136055
8845,62419
10335,88329
14819,167415
12670,85453
12797,64753
11050,63999
14697,101876
11323,46353
13818,77470
16031,133884
13233,69127
16740,96346
10949,120315
9377,105385
12673,55800
16133,102504
11919,47753
11891,69293
14253,69370
11260,68410
11074,103902
10612,75483
13861,65355
20108,155206
6422,70409
10537,71039
17080,112733
16031,103151
15754,134066
16934,97449
21493,108905
10244,85488
14260,91951
10521,167451
12925,166302
19456,64448
10762,95432
10827,117083
10807,80542
16793,155077
8981,103189
13270,116176
17840,72078
14551,102569
11936,129275
13040,118535
13714,110132
18197,182119
19772,75808
10863,129381
11680,90472
11862,132654
12902,119300
13824,59632
8762,234089
10263,121043
20288,65225
9957,146297
17193,78581
12070,110515
11434,92130
10203,51247
11206,80911
10033,132671
8920,110596
13189,65898
14133,126039
7492,136077
14853,147206
13323,139001
15480,168502
12942,73778
10168,38712
9840,86012
10612,53309
8483,152268
9888,41308
10255,97033
7767,95704
10004,215236
11720,109690
17987,59351
10353,69469
10363,115719
18521,100896
11510,73940
8074,127231
20370,63796
11040,94902
13458,141297
7710,142393
14219,71393
16558,131236
17714,141645
14288,50157
12185,62520
14725,32851
10190,77505
20356,199240
17158,129820
14859,69039
17753,105627
12761,79400
11390,109031
16606,114611
11880,189728
10071,185828
16280,56555
12453,103368
12581,204114
8623,118638
12289,125547
9138,146076
14946,110712
12216,88280
16473,33873
7716,199516
14868,119290
12094,87797
13637,216945
17145,83850
10884,70136
11681,110957
21823,83337
10476,71859
10882,53303
12947,71483
11455,152570
13230,45043
8165,95361
9889,88410
17560,65767
15344,80949
11847,59300
12838,114851
16036,155722
10254,125456
8966,148130
13700,73577
15664,124669
18045,76986
20836,137010
13170,180552
7475,69570
18326,105556
10859,103255
15594,121886
15123,179335
15554,83592
12399,172329
10907,48861
15461,71212
11647,90820
9319,98706
12972,39439
13152,73110
12301,249791
15289,117327
13697,89359
16659,92811
11940,186305
10340,106781
14178,100428
8167,65561
15267,154008
14446,125691
8702,128801
10852,106433
12186,76033
16255,78747
15994,109452
16085,82038
11185,160952
17137,94644
8888,177260
15338,90763
13025,30299
14387,143452
16152,77407
22302,90443
15363,68431
10254,93347
15182,88720
9855,55792
11071,103905
16850,126765
11826,73079
15358,126608
11138,61858
15625,78592
15718,187108
12242,116241
11496,105487
10929,115698
11539,64385
12235,151503
9060,46107
14469,139162
20008,140733
21054,124032
12461,63042
14884,84279
18340,97098
12424,94698
13805,81213
12448,102596
11375,79603
15564,107139
17963,101578
16266,136581
12198,64131
22010,68528
12782,61147
14751,86809
9023,88052
13381,135142
11433,133038
18046,80280
12863,70115
7642,50047
12320,83439
11762,105162
14544,95364
17792,103277
15686,91320
17040,66781
15216,138099
14738,59090
12903,157740
12753,174311
7720,146070
9756,124276
11810,147100
15944,139398
18858,99594
15621,106883
13986,110230
10895,132649
13356,179298
11686,65130
14623,84252
10372,92263
16824,183036
14284,54545
15832,61256
19896,96481
11124,42048
11748,91857
10429,67933
14940,60243
18095,60521
8432,73654
11467,107286
18075,244031
20625,102173
13300,78051
7942,122196
12444,160852
13853,118462
10079,199493
23914,104154
13516,250063
13446,75030
12401,165216
12189,160271
15865,68693
10045,120293
11646,43567
8522,108848
13875,121223
18087,60255
10376,79640
10970,85647
15387,118756
11352,98642
20416,62857
16157,69457
10199,152796
15494,55614
21993,172938
7184,155326
10121,52791
12990,105765
19783,104018
11270,172776
13226,87678
13351,69268
14482,95465
11660,202646
12920,82289
10063,97432
11634,134426
12695,58107
9161,69712
8747,70274
16056,58105
12669,168912
11490,105611
8289,126897
11317,112660
17033,176893
16113,113249
11511,124173
12673,59994
11295,41864
13626,108871
15679,88619
8452,64503
11184,194411
12878,71397
13907,138212
13965,175576
14347,144135
11492,164761
9044,115055
17277,90244
8150,204282
11849,88654
11580,62228
13306,69701
9910,91376
15220,121168
10144,115729
11782,118220
14567,74194
15106,108713
15334,149054
13042,65377
15347,93726
11385,95992
10910,136437
17758,171689
11391,221757
13032,103107
17642,74275
15082,81091
11146,130237
15724,94031
10556,79797
9691,43154
11797,75843
11284,98473
15832,56795
14206,180165
7714,77165
11540,39193
11871,38915
12867,92586
12288,51235
13696,103230
7069,94628
9937,63042
10600,50583
16741,145504
16677,95585
14125,77429
15106,85859
14980,118980
13393,66917
14848,168690
13328,82485
14153,98491
13143,104811
15657,158302
19711,44321
16640,87230
7777,41609
11865,174831
18157,73509
13029,112697
16838,62978
7337,73281
15281,103255
15645,28370
10322,62341
11777,121282
12082,38117
12941,99003
18923,119766
14217,51732
13048,67713
13306,98795
19522,184961
9935,146236
10711,112635
19474,80847
13993,95454
17829,87167
10201,64446
7046,113601
12094,105317
13809,91150
13092,77640
13295,81741
16342,132504
13085,65953
23420,105137
17573,77609
13437,83933
12159,156340
11575,104765
13196,94051
21622,61450
12344,92373
9624,148987
18976,140413
13462,76259
11992,78161
19932,70820
16458,151938
12321,59112
9753,93622
14635,87964
12083,139583
12445,54501
13844,125649
22560,109179
8557,132686
11713,92981
13663,110458
14167,178248
12629,94499
10350,181563
15439,102810
10572,84297
11361,121151
13669,66827
19046,76666
21173,207101
12926,39871
8377,86068
12679,83537
13719,217355
12903,116870
14523,76472
14523,144412
12799,118614
15218,115590
14075,80707
13104,157725
11715,91617
14724,121586
20495,62838
10949,102819
13294,92759
10693,119842
12579,61643
13574,126639
15513,54444
9323,52713
13807,121287
20230,78957
17878,57633
19728,63150
13009,139029
10314,56833
10447,104546
15004,64973
22414,183262
14877,76557
9359,96923
10976,127745
12982,117360
13843,167183
11954,108798
10896,72889
15813,52047
11563,118632
18484,136170
9862,83719
14074,79316
11101,53457
13578,102175
15238,85305
16169,121127
9386,72771
11172,87162
17267,140019
19022,42883
11158,37842
11416,117429
11566,57995
15065,82366
15954,82650
8358,96142
16170,72526
13571,150182
12879,90971
13763,176179
10580,107704
16766,100412
15718,89270
12816,105368
13108,43682
16437,61884
13916,77871
20986,154688
13200,98322
12337,104785
9900,130402
10586,89509
17160,123944
12365,241513
12046,143203
8856,99339
13091,93011
11030,87611
12598,75532
16903,97804
9576,74635
10600,84055
8579,92005
9971,136568
8875,33288
10553,137881
20421,99975
14870,113709
10351,60534
15491,120115
20537,55446
16389,80205
13424,98596
12288,80124
8960,150086
8899,64913
10208,70763
11969,108840
14531,116729
14793,230065
10584,55044
10170,258588
9744,119174
13540,41247
19709,97984
15298,117196
11081,62607
15021,64972
17276,52374
15019,77933
11211,123311
8916,97294
11263,57106
11908,101740
11945,120838
17421,146523
13838,104176
8175,123468
11458,107490
10346,124155
13723,57243
12031,86072
9994,86502
10591,122153
17212,84880
11846,47262
11326,77156
13423,116825
10001,56408
12971,71952
9479,113499
11322,144745
9074,96506
17867,89317
12958,61793
11970,109243
13769,73193
15594,99072
11374,76954
16096,45609
10600,78631
8889,80086
11874,88133
11311,100215
10808,175564
12393,101112
12792,65393
9369,100420
9647,70450
12748,119105
10740,95182
8793,191543
11856,283661
12786,84230
19219,73525
14475,78748
22626,61824
12502,68167
16852,108968
17807,59697
13044,110260
11699,83424
16996,84598
13010,156303
17179,79404
12812,222346
16882,138262
16151,122940
15253,112397
11400,47502
19879,85758
12946,89747
11989,83756
8992,59170
9133,135916
13621,86702
9963,117173
14989,140137
10848,51482
8876,91994
11881,104717
9235,155844
9132,140504
10319,96042
5895,92850
12959,139650
12260,67117
15451,81158
14854,66951
11780,61179
12053,131056
15327,62006
8611,74476
10817,90665
11035,125877
11413,112446
14447,80421
11360,102876
11701,109975
13202,124721
13688,46532
18102,82771
14719,33306
11730,96884
11331,95897
9525,131494
13962,86616
10283,104934
15352,38415
11578,113034
11655,93237
10821,72415
9839,113270
12554,113914
16436,124058
23216,153380
20786,130875
18797,113882
16874,151996
16574,71189
8298,82840
9568,95557
14132,92134
14247,60488
13172,80911
14996,140096
10635,105578
11668,72327
11317,81010
9462,62392
14835,207210
17829,81952
15840,102239
9795,136931
14069,89915
12111,44024
25794,55544
11152,119305
9264,105514
8510,96945
16142,103385
11129,85403
11901,98014
15794,46210
12416,83656
15280,94221
17918,163826
15930,103562
12135,124182
14684,103983
9434,62543
15527,43613
15893,150974
14934,105013
12484,147112
14579,141300
12977,56735
16819,105254
13426,117349
9277,206152
17141,87072
16138,122836
16570,241136
18500,87751
13502,108672
12304,74006
10116,81021
11710,157830
12757,188769
11946,52312
13602,159318
11151,41961
13093,49477
13649,41426
10731,169262
12189,163218
12240,79085
14880,95529
12757,64078
9613,95621
14246,57624
9156,106236
10261,180094
13312,155883
14260,72133
11451,179939
15057,123833
12442,67991
11868,143416
13196,71165
8964,129912
19863,106651
12716,74864
14379,60999
15606,144755
9893,85390
13194,153193
12719,101462
14774,155933
16446,135449
10654,147998
5504,116126
10894,82199
17319,156334
11038,76941
15361,99545
17078,207497
10824,79701
10868,116006
12922,180124
13840,189652
8596,67023
10675,67580
13432,185640
12106,33029
23361,75805
14292,99093
10624,91233
12457,105673
11066,122101
15290,89805
9519,167935
13694,87152
12324,83312
11940,172827
14850,115139
10454,91096
15829,112320
9791,68324
16821,93295
9087,73720
15842,106315
7741,167211
9123,66349
12417,66858
14572,132649
16497,101706
14012,92203
12613,91399
7821,55048
18764,49610
10189,124826
12817,72488
9722,65126
17469,50538
13443,147057
12436,121748
15441,111338
10208,113908
17426,103953
11717,94402
15579,140038
18284,308722
12773,118919
11161,92786
10902,36600
10399,122534
9273,63020
15466,113843
15166,130783
9845,57024
12137,138102
12210,91839
15352,86395
13913,96869
13699,65455
9596,78704
13304,87051
6716,85930
13968,114254
11979,47763
16487,65942
9708,146987
15231,125198
13318,157341
12783,64215
13032,168183
16277,78935
17294,117223
16713,93566
15316,55783
10719,96352
13749,78363
11554,51649
13301,59686
6770,113519
14550,120940
14757,119563
9711,74200
11941,136569
13632,113934
18049,115095
11183,106602
10022,119970
10499,51816
10991,80816
12483,115355
15818,85635
13895,169806
13002,78263
10510,110842
16159,60608
9671,113395
14454,92129
12784,103350
13875,112450
15115,148981
33963,112672
15063,90091
10256,67669
12048,114513
9899,46332
19871,54810
13142,147882
14829,113034
14294,76062
17123,83442
19630,78595
9821,54500
10103,106768
9834,173052
13397,64413
13365,59997
20478,88515
10888,117867
8066,88464
13388,57699
12897,105945
7214,103704
11045,97612
14066,61553
12952,111623
13059,116260
15824,79516
13974,219368
12696,56434
15014,175175
11262,58897
17561,118067
12229,130712
10151,183495
12322,84440
26008,76569
10533,79125
15894,124844
20238,92825
12522,181502
9884,58959
15813,112623
18513,82858
15283,118430
9455,73353
13146,81362
15640,116747
10861,40634
14929,98955
14267,50978
20426,126840
18117,152468
11868,105941
8392,100045
11967,179209
12428,119699
15830,49241
10577,91422
16094,56400
20984,108592
15046,108233
18496,107988
11190,71428
10449,122471
7823,81049
12092,122399
13272,103158
12871,68307
20089,188431
14737,289001
7056,108134
11994,135821
14671,197843
18112,69475
18941,59222
9488,184232
19074,81921
13861,57880
7992,45543
16678,86133
8559,55887
9019,112529
12929,75796
12094,75874
14650,94473
13706,63500
14977,120389
8402,95628
9396,145465
13609,66930
9853,141206
11843,181402
21059,78457
16267,305748
18559,79306
11555,63288
21510,192503
10432,127153
13645,50552
12724,87635
26211,105359
11368,77363
17128,65131
11566,163522
16271,71944
15262,74198
13242,114145
14602,103676
15275,101148
10071,62304
15587,63816
15139,130290
11356,95711
10643,91258
11098,113003
11638,77697
15267,123168
12182,121707
11821,92072
12152,98149
11582,104810
11806,66141
18112,105827
13867,164578
13950,97015
9822,58628
11632,89924
17612,84635
9967,76823
19760,60310
14484,155545
9106,185896
13410,139604
11222,96691
11032,64955
17223,111471
19961,39428
12023,47202
15690,173756
6920,102215
16412,162901
13592,76130
10369,51507
6158,85286
17440,52363
19669,150663
9938,70070
15535,103992
12521,82667
8270,92390
15484,153527
13327,118841
14875,53494
16726,104629
10841,84442
9681,255923
14859,79432
14258,55888
12818,73798
9286,106825
8838,56134
10353,110593
9683,129834
18442,123221
11747,79775
14359,132763
11559,86275
17158,109934
14084,111946
17988,105214
10131,121004
11302,107245
9647,68701
7183,67197
21633,49064
12160,129081
7443,125340
10300,87925
9567,153157
10108,194203
7837,49535
10414,42942
12043,94813
16098,51817
12874,61402
14035,158632
10358,72320
16340,45844
14351,61464
13253,91182
11022,108053
12719,103639
12880,152622
13765,84131
16142,56760
12062,106606
11291,121187
7900,102796
13912,38342
15555,162499
10731,114462
19457,69826
16377,140355
10861,96825
16418,160443
9700,130811
19243,120388
17195,98132
18951,107281
14264,113273
12696,27776
6585,90352
9940,73783
13614,81526
16722,118318
6079,88601
21768,74100
14075,53823
22748,217433
11239,90414
14216,192746
24363,159356
12188,87998
23797,89458
12257,108929
17682,57471
9398,106655
10686,211509
14364,81035
14197,181542
11783,69188
13656,76942
9483,92217
14861,104288
13180,96101
9985,163414
11805,117034
10817,36418
20086,136541
15339,174827
13309,122239
9795,142592
15805,87127
11323,62192
13356,119212
17716,86813
8049,47634
16398,78600
8464,114207
11154,137264
10925,122806
10013,69066
14348,100678
13859,134652
16379,110226
18226,92752
17160,127108
13919,53248
12418,106080
9658,118111
11455,75957
15092,168140
13683,98615
8653,115012
11855,83680
14281,89831
20818,62317
14772,100007
17037,57598
14726,50496
16777,106397
12040,138439
18146,47711
11793,178544
14767,285454
16724,73457
10394,76601
23317,106744
11374,115142
11726,135134
10986,104015
13660,124457
13040,207373
10031,123568
9499,115794
9599,114205
18477,100035
15894,93526
11681,67737
9113,128549
9516,105862
10562,50708
8290,43340
10864,122039
19139,98045
8505,151731
12973,38976
15924,86121
11603,127708
17800,60719
14272,89972
10872,82018
10486,193166
14642,198303
12659,59244
23451,79112
18719,116746
12916,73308
11202,88083
11680,70181
9734,136261
12850,157768
14340,127171
14916,49452
16584,103079
8475,149017
15845,69751
12614,112419
11311,83490
13227,54250
11847,140662
17376,109298
13871,60502
19181,62024
9894,105594
10705,108678
20258,123949
12591,40289
11344,138392
22370,96864
8986,107553
11567,85676
10008,105036
11464,50214
14505,47159
13010,98615
17167,96014
13086,59871
11524,63635
14164,117595
10007,61441
17603,51485
11281,184050
19060,171341
9879,102254
9347,63040
17644,67224
11116,98438
18740,88517
10356,78904
14514,93772
16165,123846
14669,105550
16060,128928
13711,82133
10071,120719
12229,76738
12165,71358
8825,57912
16348,44920
15753,2147968
16955,84799
15370,80799
10554,37819
7368,115383
9872,140511
14852,105599
9452,71885
8792,80300
9507,100494
11740,55012
11652,50054
9845,65578
12445,75748
12285,85285
10488,114602
14786,121743
10955,110974
11283,75435
14583,91719
20853,124591
9625,49363
10800,68466
12082,39385
9876,132688
19503,149783
10171,112890
24526,172944
13181,71372
14353,136580
10537,105217
9520,71312
9524,55744
12310,98746
8771,89248
11013,89094
11833,63176
13862,70577
12264,167392
18343,117681
11064,55548
13697,102892
9352,173188
11643,127305
12519,101438
18737,119856
20914,181015
10646,123069
10886,147569
10917,240779
16246,153279
15684,79047
10290,147498
14081,159720
11693,163926
12232,260581
13885,164706
9848,308944
11255,144884
14976,93139
13461,82391
13194,59176
11210,110366
11848,102954
12983,97442
11999,187670
23037,106637
12418,62892
14034,33854
14897,346435
17407,99257
9877,76594
14748,61855
15134,81767
15609,91752
13038,82286
7619,56922
15992,148878
12969,208187
12540,106186
11199,53878
12166,114365
14871,56644
11210,166382
13508,130005
18282,73131
9111,73331
13570,87173
10772,165977
15686,137676
15216,102462
10164,93508
20989,77772
20198,178565
16704,97049
27958,43785
10509,183118
9035,86205
10755,127482
13460,109594
8292,128654
19269,116990
11542,102235
11775,76839
10294,67723
18831,86626
11930,74897
12101,107260
18581,188925
9030,78466
20584,84018
12506,96201
7777,99990
17971,64341
8853,151936
15134,68025
21947,123790
9131,100637
14028,90185
15743,101032
16717,75051
12545,86991
16606,123854
12252,39429
24588,99812
11811,119858
17984,88143
10315,149638
19193,96109
12422,92521
12710,108735
16341,50272
9869,58331
14699,121251
6333,112579
19576,95390
8698,146975
12958,108487
9864,77069
14008,149412
18751,91477
17521,120260
19186,57833
9037,117236
11913,248185
14671,133304
17257,188471
17088,75378
13589,105274
6980,92825
14672,156170
16479,97133
11625,111757
12827,119174
11211,128148
12295,107553
9613,125822
13383,195694
14890,152022
9686,38150
10078,208069
13276,92179
11783,45269
22893,54630
13613,122033
12492,45713
9243,157670
16844,88593
14561,70085
13285,60128
10758,96108
8215,86959
9855,104220
14774,88458
11109,135151
13075,71586
8094,85555
11321,127174
9937,118612
14014,123813
10906,78972
12983,77137
17226,115660
15506,61910
17837,74698
6967,64477
14572,89710
16316,101392
7841,68380
9604,124344
15993,44441
12081,81809
19060,63927
18070,147999
20203,61300
9716,81219
14305,120521
10337,81040
10044,66902
17740,85433
13254,124486
15159,84189
10693,75164
12891,67110
8987,82265
17790,75336
11754,55648
8921,270961
7617,73252
9622,146465
13612,102206
15153,77215
9428,70717
10560,122260
13035,186357
12506,54862
9650,43539
13965,96635
15850,193429
10579,263058
18332,108318
22881,123682
10808,109089
7497,69987
11281,138941
8381,110705
9417,47026
11003,165599
8924,95460
13814,92646
13450,88291
15969,118802
11466,145221
9491,144942
16032,92735
11320,57775
13375,113937
11658,124873
18921,53405
15037,103460
8001,145748
23681,58297
15257,72877
13061,180290
15976,116137
10696,128800
12551,119516
17379,93440
8829,97529
13439,59425
10419,94635
12712,78068
16487,145884
9265,96221
8674,116040
9345,129261
12482,52381
9796,146069
15086,103850
9223,68761
17355,62678
13659,152080
13120,119439
13797,175288
15896,135107
11847,102750
11980,82839
10344,135396
11306,152161
18291,125924
9106,69844
9076,189995
11371,139817
15618,94479
22039,60727
12293,128730
15052,222540
9441,115615
17282,240034
12529,107059
11800,138446
21479,131780
13511,94374
12263,62562
12351,125904
18303,87799
11937,81306
10473,107853
12047,62014
11385,104868
10290,134545
10444,55508
15492,128256
15341,60931
13004,52909
11377,77205
14533,91285
11969,76473
14542,72423
16538,76922
16278,147779
11801,93065
12887,69539
12989,181825
20802,159416
15395,78652
8216,60844
9354,157104
14539,128055
12789,120326
13103,101138
11714,149607
16866,101126
13140,39248
18764,114771
13138,64700
21328,71005
14884,115191
15908,146084
13327,91156
16181,126434
12016,152801
12985,64525
12877,94317
10299,48835
25837,66085
10429,113526
10206,57583
13037,84139
10592,99336
13847,59256
7210,85195
13000,70583
15507,134868
14186,99892
12232,58956
12970,103770
17976,149863
11925,73050
9557,76223
12666,118014
9991,100695
14253,67639
19998,156328
12584,95802
12123,43858
16557,63546
11604,279355
15757,65933
8004,200661
8559,70906
13769,111946
12514,82987
8552,109523
12180,89737
17770,121977
12648,130035
17497,79299
9960,128382
17239,100149
17188,177901
9242,164049
23728,118076
14201,110336
15771,104537
10323,186172
16272,74043
9659,93385
12894,97803
20734,185411
16612,130608
9911,72184
14265,91211
10564,82076
9535,151625
10547,116898
10011,116654
15174,113804
11970,94074
8509,90573
11221,63455
